generation	replicate_1	replicate_2	replicate_3	replicate_4	replicate_5	replicate_6	replicate_7	replicate_8	replicate_9	replicate_10	replicate_11	replicate_12	replicate_13	replicate_14	replicate_15	replicate_16	replicate_17	replicate_18	replicate_19	replicate_20	replicate_21	replicate_22	replicate_23	replicate_24	replicate_25	replicate_26	replicate_27	replicate_28	replicate_29	replicate_30	replicate_31	replicate_32	replicate_33	replicate_34	replicate_35	replicate_36	replicate_37	replicate_38	replicate_39	replicate_40	replicate_41	replicate_42	replicate_43	replicate_44	replicate_45	replicate_46	replicate_47	replicate_48	replicate_49	replicate_50	replicate_51	replicate_52	replicate_53	replicate_54	replicate_55	replicate_56	replicate_57	replicate_58	replicate_59	replicate_60	replicate_61	replicate_62	replicate_63	replicate_64	replicate_65	replicate_66	replicate_67	replicate_68	replicate_69	replicate_70	replicate_71	replicate_72	replicate_73	replicate_74	replicate_75	replicate_76	replicate_77	replicate_78	replicate_79	replicate_80	replicate_81	replicate_82	replicate_83	replicate_84	replicate_85	replicate_86	replicate_87	replicate_88	replicate_89	replicate_90	replicate_91	replicate_92	replicate_93	replicate_94	replicate_95	replicate_96	replicate_97	replicate_98	replicate_99	replicate_100
5500	19000	0	2300	0	11700	0	0	0	0	2500	2700	0	500	0	0	5700	0	0	0	0	12000	0	0	9500	0	6100	2000	0	1200	0	0	16100	10700	9200	0	15600	0	5700	500	0	0	0	0	2800	2400	2300	2200	0	0	3400	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	800	8900	3900	0	0	9000	1800	0	5200	3300	10500	4900	0	0	0	1100	0	0	0	3500	15900	0	5300	0	5800	11900	3400	0	14600	0	2700	0	800	4600	0	12900	0	0	1000
5600	19000	0	2300	0	11700	0	0	0	0	2500	2700	0	500	0	0	5700	0	0	0	0	12000	0	0	9500	0	6100	2000	0	1200	0	0	16100	10700	9200	0	15600	0	5700	500	0	0	0	4000	2800	2400	2300	2200	0	0	3400	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	800	8900	0	0	0	9000	1800	0	5200	3300	10500	4900	0	0	0	1100	0	0	0	3500	15900	0	5300	0	5800	11900	3400	0	14600	0	2700	0	800	4600	0	12900	0	0	1000
5700	19000	0	2300	0	11700	0	0	0	0	2500	2700	0	500	0	0	5700	0	0	0	0	12000	0	0	9500	0	6100	2000	0	1200	0	0	16100	10700	9200	0	15600	0	5700	500	0	0	0	4000	2800	2400	2300	2200	0	0	3400	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	800	8900	3900	3200	0	9000	1800	0	5200	3300	10500	4900	0	0	16700	1100	0	0	0	3500	15900	0	5300	0	5800	11900	3400	0	14600	0	2700	0	800	4600	0	12900	0	0	1000
5800	19000	0	2300	0	11700	0	0	0	0	2500	2700	0	500	0	0	5700	0	0	0	0	12000	1500	0	9500	0	6100	2000	0	1200	0	0	16800	10700	9200	0	15600	0	5700	500	0	500	0	4000	2800	2400	2300	2200	0	0	3400	1900	5500	0	0	4900	0	0	14000	6400	7900	0	800	9200	3900	3200	0	9000	0	0	5200	3300	10500	4900	0	0	16700	1100	0	0	0	3500	15900	0	5300	0	5800	11900	3400	0	14600	0	2700	0	800	4600	0	12900	0	0	1000
5900	19000	0	2300	0	11700	0	0	0	0	2500	2700	0	500	0	0	5700	0	0	0	0	12000	1500	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5700	500	0	500	0	4000	2800	2400	2300	2200	0	0	3400	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	1300	9200	3900	3200	0	9000	1800	0	5200	3300	10500	4900	0	0	16700	1100	0	0	0	3500	15900	0	5300	0	5800	11900	3400	0	14600	0	2700	0	800	4600	0	12900	0	0	1000
6000	19000	0	2300	0	11700	0	0	0	0	2500	2700	0	500	0	0	5700	0	1700	0	0	12000	1500	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5700	500	0	500	0	4000	2800	2400	2300	2200	0	0	3400	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	1300	9200	3900	3200	0	10200	1800	0	5200	3300	12400	4900	0	0	16700	1100	0	0	0	3500	15900	0	5300	0	5800	11900	3400	0	14600	0	2700	0	800	4600	0	12900	0	0	1000
6100	19000	0	2300	0	11700	0	0	0	0	2500	2700	0	500	0	0	5700	0	1700	0	0	12000	1500	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5700	500	0	500	0	4000	2800	2400	2300	2200	0	0	3400	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	1300	9200	3900	3200	0	10200	1800	0	6300	3300	12400	4900	0	0	16700	1100	0	0	0	3500	15900	0	5300	0	5800	11900	3400	0	14600	0	2700	0	0	4600	0	12900	0	2600	1000
6200	19000	0	2300	0	11700	0	0	0	0	2500	2700	0	500	0	0	5700	0	1700	0	0	12000	1500	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5700	500	0	500	0	4000	2800	2400	2300	2200	0	0	3400	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	1300	10400	3900	3200	0	10200	1800	0	6300	3300	12400	4900	0	0	16700	1100	0	0	0	3500	15900	0	5300	0	5800	11900	3400	0	16900	0	2700	0	800	4600	0	12900	0	2600	1000
6300	21200	0	2300	0	11700	0	0	0	0	2500	3000	700	500	0	0	6000	0	1700	0	5000	12000	1500	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5700	500	0	500	0	4000	2800	2400	2300	2200	0	0	3400	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	1300	10400	3900	3200	0	10200	1800	0	6300	3300	15000	4900	0	0	16700	1100	0	0	0	3500	15900	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
6400	21200	0	2300	0	11700	0	0	0	0	2500	3000	700	500	0	0	6000	0	1700	0	5000	12000	1500	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5700	500	0	500	0	4000	2800	2400	2300	2200	0	0	3400	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	1300	10400	3900	3200	0	10200	1800	0	6300	3300	15000	5200	0	0	16700	1100	0	0	0	3500	15900	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
6500	21200	0	2300	0	11700	0	0	0	0	2500	3000	700	500	0	0	6000	0	1700	0	5000	12000	1500	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5700	500	0	500	0	4000	3900	2400	2300	3600	0	0	3400	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	1300	10400	0	3200	0	10200	1800	0	6300	3300	15000	5200	0	0	16700	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
6600	21200	0	2300	0	11700	0	0	0	0	2500	3000	700	500	0	0	6000	0	1700	0	5000	12000	5200	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5700	500	3300	500	0	4000	3900	2400	2300	3600	0	0	3400	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	1300	10400	3900	3200	0	10200	1800	0	6300	3300	15000	5200	0	0	16700	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
6700	21200	0	2300	0	11700	0	0	0	0	2500	3000	700	500	0	0	6000	0	1700	0	5000	12000	5200	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5800	500	3300	500	0	4000	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	0	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
6800	21200	0	2300	0	11700	0	0	0	0	0	3000	700	500	0	0	6000	0	1700	0	5000	12000	5200	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5800	500	3300	500	0	4000	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	0	14000	6400	7900	0	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	0	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
6900	21200	0	2300	0	11700	0	0	0	0	2500	3000	700	500	0	700	7200	0	1700	0	0	12000	5200	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5800	500	3300	500	0	4000	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	6300	14000	6400	7900	0	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	0	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
7000	21200	0	2300	0	11700	0	0	0	0	2500	3000	700	500	0	700	7200	0	1700	0	5000	12000	5200	0	9500	0	6100	6200	0	1200	0	0	16800	10700	9400	0	15600	0	5800	500	3300	500	0	4000	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	6300	14000	6400	7900	0	1300	10400	3900	3200	1400	10200	0	0	6300	3300	15000	5200	0	0	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
7100	21200	0	2300	0	11700	0	0	0	0	2500	3000	700	500	0	700	7200	0	1700	0	5000	12000	5200	0	9500	0	6100	6200	0	1200	1700	0	16800	10700	9400	0	15600	0	5800	500	3300	500	0	4000	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	6300	14000	6400	7900	0	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
7200	21200	0	2300	0	11700	0	0	0	0	2500	3000	700	500	0	700	7200	0	1700	0	5000	12000	5200	0	9500	0	6100	6200	0	1200	1700	0	16800	10700	9400	0	15600	0	5800	500	3300	500	0	4000	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	6300	14000	6400	7900	0	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
7300	21200	0	2300	0	11700	0	1100	0	0	2500	3000	700	500	0	700	7200	0	1700	0	5000	12000	5200	0	9500	0	6100	6200	0	1200	1700	0	16800	10700	9400	0	15600	0	8600	500	3300	7700	0	4000	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	6300	14000	6400	7900	0	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
7400	21200	0	2300	0	11700	0	1100	1700	0	2500	3000	700	500	0	700	7200	0	1700	0	5000	12000	5200	0	9500	0	6100	6200	0	1200	1700	0	16800	10700	9400	0	15600	0	8600	500	3300	7700	0	4000	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	6300	14000	6400	7900	0	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
7500	21200	0	2300	0	11700	0	1100	1700	0	2500	3000	700	500	0	5300	7200	0	1700	0	0	12000	5200	0	9500	0	6100	6200	0	1200	1700	0	16800	10900	9400	0	26100	0	8600	500	3300	11000	0	4300	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	6300	14000	6400	7900	0	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
7600	21200	0	2300	1200	11700	9600	1100	1700	0	2500	3000	700	500	0	5300	7200	0	1700	0	0	12000	5200	0	9500	0	6100	6200	0	1200	1700	0	16800	10900	9400	0	26100	0	8600	500	3300	11000	0	4300	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	6300	14000	6400	7900	12300	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
7700	21200	0	2300	1200	11700	9600	1100	9900	0	2500	3000	700	500	0	5300	7200	0	1700	3900	0	12000	15000	0	9500	0	6100	6200	0	1200	1700	0	16800	10900	9400	0	26100	0	8600	500	3300	11000	0	4300	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	6300	14000	6400	7900	12300	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2600	1000
7800	21200	0	2300	1200	11700	9600	1100	9900	0	2500	3000	700	500	700	5300	7200	0	1700	3900	0	12000	15000	0	9500	0	6100	6200	0	1200	6000	0	16800	10900	9400	0	26100	0	8600	500	3300	11000	0	4300	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	6300	14000	6400	7900	12300	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	3500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	0	800	4600	0	12900	0	2700	1000
7900	21200	0	2300	1200	11700	9600	1100	9900	0	2500	3000	700	500	700	5300	7200	0	1700	3900	0	12000	15000	0	9500	0	6100	6200	7400	1200	6000	0	16800	10900	9400	0	26100	0	8600	500	3300	11000	0	4300	3900	2400	2300	3600	0	0	3800	1900	5500	0	0	4900	3700	6300	14000	6400	7900	12300	1300	10400	3900	3200	0	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	16100	0	5300	0	5800	11900	3400	0	16900	0	7600	1700	800	4600	0	12900	0	2700	1000
8000	21200	0	2300	1200	11700	9600	1100	9900	0	2500	3000	700	500	700	5300	7200	0	1700	3900	0	12000	15000	0	10000	0	6100	6200	7400	1200	6000	0	16800	10900	14400	0	26100	0	8600	500	3300	11000	0	4500	3900	2400	2300	3600	0	0	3800	1900	6000	0	0	4900	3700	6300	14000	6400	7900	12300	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	16100	0	5300	0	5800	11900	3400	1100	16900	0	7600	0	800	4600	0	12900	0	2700	1000
8100	21200	0	2300	1200	11700	13100	1100	1700	0	2500	3000	700	500	700	5300	7200	0	1700	3900	0	12000	15000	0	10000	0	6100	6900	7400	1200	6000	0	16800	10900	14400	0	26100	0	8600	500	3300	11000	0	4500	3900	2400	2300	3600	0	0	3800	1900	6000	0	0	4900	3700	6300	14000	6400	7900	12300	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	16100	0	5300	0	5800	11900	3400	1100	16900	0	7600	1700	800	4600	0	12900	0	2700	1000
8200	21200	0	2300	1200	11700	13100	1100	9900	9700	2500	3000	700	500	700	5300	7200	0	1700	3900	0	12000	15000	0	10000	0	6100	6900	7400	1200	6000	0	16800	10900	14400	0	26100	0	8600	500	3300	11000	0	4500	3900	2400	2300	3600	0	0	3800	1900	6000	0	0	4900	3700	6300	14000	6400	7900	12300	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	16100	0	6300	0	5800	11900	3400	1100	16900	0	7600	3300	800	4600	0	12900	0	2700	1000
8300	21200	0	2300	1200	11700	13100	1100	9900	9700	2500	3000	700	500	700	5300	7200	0	1700	3900	0	12000	15000	0	10000	0	6100	6900	7400	1200	6000	0	16800	10900	14400	0	26100	0	8600	500	3300	11000	0	4500	3900	2400	2300	3600	0	0	3800	1900	6000	0	0	4900	3700	6300	14000	6400	7900	12300	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	16100	0	6300	0	5800	11900	3400	1100	16900	0	7600	3300	800	4600	0	13100	0	2700	1000
8400	21200	0	2300	1200	11700	13100	1100	1700	9700	2500	3000	700	500	700	5300	7200	0	1700	3900	0	12000	15000	0	10000	0	6100	7900	7400	1200	6000	0	16800	10900	14400	0	26100	2100	8600	500	3300	11000	0	4500	3900	2400	2300	3600	0	0	3800	1900	6000	0	0	4900	3700	6300	14000	7800	7900	12300	1300	10400	3900	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	16100	0	6300	0	5800	11900	3400	1100	16900	0	7600	3300	800	13400	0	13100	0	2700	1000
8500	21200	0	2300	1200	11700	13100	1100	1700	9700	2500	3000	700	500	700	5300	7200	0	1700	3900	0	18400	15000	0	10000	0	6100	7900	7400	1200	6000	0	16800	10900	14400	0	26100	2100	8600	500	3300	11000	0	4500	3900	2400	2300	3600	0	0	3800	1900	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	3200	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	17800	0	6300	0	5800	11900	3400	1100	16900	0	7600	3300	800	13400	0	13100	0	2700	1000
8600	21200	0	2300	1200	11700	13100	1100	9900	9700	2500	3000	7100	500	700	5300	7200	0	1700	3900	0	18400	15000	0	10000	0	6100	7900	7400	1200	6000	0	16800	10900	14400	0	27500	2100	8600	500	3300	11000	0	4500	3900	2400	2300	3600	0	0	3800	1900	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	17800	0	6300	0	5800	11900	3400	1100	16900	0	7600	3300	800	13400	0	13100	0	2700	1000
8700	21200	0	2300	1200	11700	13100	1100	1700	9700	2500	3000	7100	500	0	5300	7200	0	1700	3900	0	18400	15000	0	10000	0	6100	7900	7400	1200	6000	0	16800	10900	14400	0	27500	2100	8600	0	3300	11000	0	4500	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	17800	0	6300	0	5800	11900	3400	1100	16900	0	7600	3300	800	13400	0	13100	0	2700	1000
8800	21200	0	2300	1200	11700	13100	1100	9900	9700	2500	6600	7100	500	700	5300	7200	0	1700	3900	0	12000	15200	0	10000	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	2100	8600	500	3300	11000	0	4500	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	7600	3300	800	13400	0	13100	0	2700	1000
8900	21200	0	4900	1200	11700	13100	1100	9900	9700	2500	6600	7100	500	700	5300	7200	0	1700	3900	0	18400	15200	0	10000	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	2100	8600	500	3300	11000	0	4500	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	7600	3300	800	13400	0	13100	0	2700	1000
9000	21200	0	4900	1200	11700	13100	1100	9900	9700	2500	6600	7100	1200	0	5300	5700	0	1700	3900	0	18400	15200	0	10000	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	2100	9000	500	7300	11000	0	4500	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	1400	10200	1800	0	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	7600	3300	800	13400	0	13100	0	2700	1000
9100	21200	0	4900	1200	11700	13100	1100	9900	9700	2500	6600	7100	1200	700	5300	5700	0	1700	3900	0	18400	15400	0	10000	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	0	9000	500	7300	11000	0	4500	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	1400	10200	1800	800	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	7600	3300	800	13400	0	13100	0	2700	1000
9200	21200	0	4900	1200	11700	13100	1100	9900	9700	2500	6600	7100	1200	700	5300	7200	0	1700	3900	0	18400	15400	0	10000	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	0	9000	500	7300	11000	0	4500	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	1400	10200	1800	800	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	7600	3300	800	13400	0	13100	0	2700	1000
9300	21200	0	4900	1200	11700	13100	1100	9900	9700	2500	6600	7100	1200	0	5300	7200	0	1700	3900	0	18400	15400	0	10000	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	2100	9000	500	7300	11000	0	4500	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	1400	10200	1800	800	6300	3300	15000	5200	0	11300	19900	1100	0	0	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	7600	3300	800	13400	0	13100	0	2700	1000
9400	21200	0	4900	1200	11700	13100	1100	9900	9700	2500	6600	7100	1200	0	5300	7200	0	1700	3900	0	18400	15400	0	10000	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	2100	9000	0	7300	11000	0	4500	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	7700	10200	1800	800	6300	3300	15000	5200	0	11300	19900	1100	0	1100	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	7600	3300	800	13400	0	13100	0	2700	1000
9500	21200	0	10000	1200	11700	13100	1100	9900	9700	2500	6600	7100	1200	0	5300	7200	0	1700	3900	0	18400	15400	0	10000	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	2100	9000	0	7300	11000	0	4500	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	7700	10200	1800	800	6300	3300	15000	5200	0	11300	19900	1100	0	1100	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	11100	3300	800	13400	0	13100	0	2700	1000
9600	21200	0	10000	1200	11700	13100	1100	9900	9700	2500	6600	7100	1200	0	5300	7200	0	1700	3900	0	18400	15400	0	10800	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	2100	9000	0	7300	11000	0	5300	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	7700	10200	1800	800	6300	3300	15000	5200	0	11300	19900	1100	0	1100	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	11100	3300	800	13400	0	13100	0	2700	1000
9700	21200	0	10000	1200	11700	13100	1100	9900	9700	2500	6600	7100	1200	0	5300	7200	0	1700	3900	0	18400	15400	1500	10800	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	2100	9000	0	7300	11000	0	5300	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	7700	10200	1800	800	6300	3300	15000	5200	0	11300	19900	1100	0	1100	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	11100	3300	8200	13400	0	13100	0	2700	1000
9800	21200	0	10000	1200	11700	13100	1100	9900	9700	2500	6600	7100	1200	0	5300	7200	0	1700	3900	0	18400	15200	1500	10800	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	2100	9000	0	7300	11000	0	5300	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	7700	10200	1800	800	6300	3300	15000	5200	0	11300	19900	1100	0	1100	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	11100	3300	8200	13400	0	13100	0	2700	1000
9900	21200	0	4900	1200	11700	13100	1100	9900	9700	2500	6600	7100	1200	0	6000	7200	0	1700	3900	0	18400	15400	1500	10800	0	6100	7900	7400	1200	6100	0	16800	12100	14400	0	27500	2100	9000	0	7300	11000	0	5300	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	7700	10200	1800	800	6300	3700	15000	5200	0	11300	20000	1100	0	1100	0	4500	19300	0	6300	0	5800	12100	3400	1100	16900	0	16800	3300	8200	13400	0	13100	0	2700	1000
10000	21200	0	4900	1200	11700	13100	1100	9900	9700	2500	6600	7100	1200	0	6000	7200	0	1700	3900	3400	18400	15200	1500	10800	0	6100	7900	7400	1200	6100	0	18200	12100	14400	0	27500	2100	9000	0	7300	11000	0	5300	3900	2400	2300	3600	0	0	3800	2300	6000	0	0	4900	3700	9400	14000	7800	7900	12300	1300	10400	0	4300	7700	10200	1800	800	6300	3700	15000	5200	0	11300	20000	1100	0	1100	0	6600	19300	0	6300	0	5800	12100	3400	1100	16900	0	16800	3300	8200	13400	0	17300	0	2700	1000
